#,id,brand,colors,created_at,description,image_data,image_name,name,price,rating,sizes,stock,category_id
50,253,Urban Ladder,"White, Brown",2025-05-08 13:10:53.355138,Compact bedside table with a drawer.,17248,10.jpg,Urban Ladder Bedside Table,5000,0,40x30x50 cm,11,55
51,254,Prestige,"Silver, Black",2025-05-08 13:10:53.780081,5L outer lid aluminium pressure cooker � gas compatible,17249,1.jpg,Prestige Pressure Cooker,1899,0,35x20x18 cm,20,56
52,255,Borosil,Transparent,2025-05-08 13:10:54.072547,"3-piece glass bowl set � microwave safe, transparent",17250,2.jpg,Borosil Glass Mixing Bowl,799,0,15x15x15 cm,50,56
53,256,Pigeon,"Black, Red",2025-05-08 13:10:54.504624,"28cm non-stick fry pan with handle, induction base",17251,3.jpg,Pigeon Non-stick Pan,699,0,28x28x5 cm,35,56
54,257,Milton,"Steel, Grey",2025-05-08 13:10:55.233905,1L stainless steel vacuum insulated flask � hot & cold,17252,4.jpg,Milton Thermosteel Flask,999,0,8x8x30 cm,60,56
55,258,Philips,"White, Blue",2025-05-08 13:10:55.658687,"750W mixer with 3 stainless jars, pulse function",17253,5.jpg,Philips Mixer Grinder,3499,0,20x25x35 cm,18,56
56,259,Cello,"Blue, White",2025-05-08 13:10:56.082521,10 pcs airtight kitchen storage box � BPA-free plastic,17254,6.jpg,Cello Plastic Container Set,499,0,Varies,80,56
57,260,Prestige,Black,2025-05-08 13:10:56.399200,1200W portable induction stove with digital control,17255,7.jpg,Prestige Induction Cooktop,2399,0,30x28x7 cm,22,56
58,261,Hawkins,Silver,2025-05-08 13:10:56.900465,3L curved body aluminium pressure cooker,17256,8.jpg,Hawkins Contura Pressure Cooker,1550,0,30x20x15 cm,25,56
59,262,Wonderchef,"Black, Red",2025-05-08 13:10:57.313511,Electric tandoor and sandwich grill � 2000W,17257,9.jpg,Wonderchef Tandoor Grill,2899,0,35x30x15 cm,10,56
60,263,Bajaj,"Black, Steel",2025-05-08 13:10:57.707232,1.5L cordless electric kettle � auto cut-off,17258,10.jpg,Bajaj Electric Kettle,1299,0,20x15x25 cm,30,56
61,264,Nike,"Blue, Red, Black",2025-05-08 13:10:58.019968,"Moisture-wicking sports t-shirt, comfortable fit",17259,1.jpg,Nike Sports T-Shirt,1499,0,30x25x1 cm,100,57
62,265,Adidas,"White, Grey, Navy",2025-05-08 13:10:58.324664,Classic polo shirt with breathable fabric and regular fit,17260,2.jpg,Adidas Polo Shirt,1999,0,35x25x2 cm,60,57
63,266,Puma,"Black, Charcoal, Blue",2025-05-08 13:10:58.762176,Comfortable hoodie with front pocket and drawstring adjustable hood,17261,3.jpg,Puma Hoodie,2999,0,40x30x10 cm,40,57
64,267,Levi's,"Red, Grey, Black",2025-05-08 13:10:59.069011,Soft cotton hoodie with graphic print on front,17262,4.jpg,Levi's Hoodie,3499,0,45x30x12 cm,50,57
65,268,Under Armour,"Green, Black, Navy",2025-05-08 13:10:59.518649,Performance hoodie with moisture-wicking fabric and relaxed fit,17263,5.jpg,Under Armour Hoodie,2799,0,42x28x11 cm,60,57
66,269,Levi's,"Dark Blue, Light Blue",2025-05-08 13:10:59.812124,Classic fit denim jeans with a comfortable stretch,17264,6.jpg,Levi's Jeans,2999,0,40x25x5 cm,70,57
67,270,Adidas,"Black, Grey, Navy",2025-05-08 13:11:00.335894,Comfortable cotton joggers with elastic waistband,17265,7.jpg,Adidas Joggers,2299,0,45x30x8 cm,80,57
68,271,Nike,"Black, White",2025-05-08 13:11:00.740783,Lightweight running shoes with breathable mesh upper,17266,8.jpg,Nike Running Shoes,3999,0,28x12x10 cm,50,57
69,272,Timberland,"Brown, Tan",2025-05-08 13:11:01.138719,Rugged boots with waterproof feature and durable leather,17267,9.jpg,Timberland Boots,5499,0,30x15x12 cm,40,57
70,273,Ray-Ban,"Black, Brown",2025-05-08 13:11:01.645308,Polarized sunglasses with UV protection,17268,10.jpg,Ray-Ban Sunglasses,4999,0,14x5x3 cm,30,57
71,274,Apple,"Black, White, Red",2025-05-08 13:11:02.055706,"128GB, A15 Bionic chip, 6.1-inch OLED display, Dual cameras",17269,1.jpg,iPhone 14,79999,0,14.7x7.2x0.8 cm,40,58
72,275,Samsung,"Phantom Black, White",2025-05-08 13:11:02.369224,"128GB, 8GB RAM, 6.1-inch Dynamic AMOLED 2X, Triple cameras",17270,2.jpg,Samsung Galaxy S22,74999,0,15.7x7.3x0.8 cm,50,58
73,276,OnePlus,"Morning Mist, Pine Green",2025-05-08 13:11:02.955848,"256GB, 12GB RAM, 6.7-inch Fluid AMOLED, Quad cameras",17271,3.jpg,OnePlus 9 Pro,64999,0,16.4x7.4x0.8 cm,30,58
74,277,Xiaomi,"Horizon Blue, Midnight Gray",2025-05-08 13:11:03.366004,"128GB, 8GB RAM, 6.81-inch AMOLED, Triple cameras",17272,4.jpg,Xiaomi Mi 11,42999,0,16.5x7.5x0.8 cm,60,58
75,278,Realme,"Dashing Silver, Racing Yellow",2025-05-08 13:11:03.667775,"128GB, 8GB RAM, 6.43-inch Super AMOLED, Triple cameras",17273,5.jpg,Realme GT 5G,28999,0,16.4x7.4x0.8 cm,80,58
76,279,Vivo,"Sunset Jazz, Midnight Blue",2025-05-08 13:11:04.015170,"128GB, 8GB RAM, 6.44-inch AMOLED, Dual cameras",17274,6.jpg,Vivo V21e,24999,0,16.3x7.5x0.8 cm,90,58
77,280,Oppo,"Midnight Blue, Crystal Silver",2025-05-08 13:11:04.341975,"128GB, 6GB RAM, 6.43-inch AMOLED, Quad cameras",17275,7.jpg,Oppo F19 Pro,24999,0,16.3x7.4x0.8 cm,50,58
78,281,Samsung,"Awesome Black, Awesome White",2025-05-08 13:11:04.757506,"128GB, 6GB RAM, 6.5-inch Super AMOLED, Quad cameras",17276,8.jpg,Samsung Galaxy A52,26999,0,15.9x7.5x0.8 cm,70,58
79,282,Motorola,"Frosted Champagne, Midnight Sky",2025-05-08 13:11:05.051671,"128GB, 8GB RAM, 6.7-inch OLED, Triple cameras",17277,9.jpg,Motorola Edge 20,29999,0,16.4x7.4x0.8 cm,40,58
80,283,Google,"Stormy Black, Sorta Seafoam",2025-05-08 13:11:05.373015,"128GB, 8GB RAM, 6.4-inch AMOLED, Dual cameras",17278,10.jpg,Google Pixel 6,59999,0,15.8x7.5x0.9 cm,25,58
81,284,Bose,"Black, Silver",2025-05-08 13:11:05.707206,Portable Bluetooth speaker with 360� sound,17279,1.jpg,Bose SoundLink Revolve,12999,0,18x18x10 cm,25,59
82,285,JBL,"Black, Blue, Red",2025-05-08 13:11:06.105421,Waterproof Bluetooth speaker with bass radiators,17280,2.jpg,JBL Flip 5,7999,0,18x7x7 cm,40,59
83,286,Sony,"Black, Blue, Pink",2025-05-08 13:11:06.511012,Compact Bluetooth speaker with Extra Bass,17281,3.jpg,Sony SRS-XB12,4999,0,9x9x9 cm,50,59
84,287,UE,"Black, Red, Blue",2025-05-08 13:11:07.003049,Waterproof and drop-proof Bluetooth speaker with 360� sound,17282,4.jpg,Ultimate Ears Megaboom 3,14999,0,22x22x9 cm,20,59
85,288,Marshall,"Black, Cream, Brown",2025-05-08 13:11:07.594106,Bluetooth speaker with superior sound quality and iconic design,17283,5.jpg,Marshall Stanmore II,24999,0,35x20x18 cm,15,59
86,289,Samsung,Black,2025-05-08 13:11:07.895316,4K Ultra HD smart QLED TV with HDR10+ and Quantum Dot display,17284,1.jpg,Samsung 55-inch QLED,79999,0,123x72x15 cm,30,60
87,290,LG,Black,2025-05-08 13:11:08.412311,4K UHD Smart LED TV with webOS and AI Sound,17285,2.jpg,LG 50-inch LED,45999,0,113x66x8 cm,50,60
88,291,Sony,Black,2025-05-08 13:11:08.913799,4K UHD Smart TV with OLED and Dolby Vision,17286,3.jpg,Sony 65-inch Bravia,129999,0,145x85x10 cm,20,60
89,292,Xiaomi,Black,2025-05-08 13:11:09.365183,4K UHD Smart TV with Android TV and Google Assistant,17287,4.jpg,Xiaomi Mi TV 4X 55,29999,0,123x72x10 cm,100,60
90,293,OnePlus,Black,2025-05-08 13:11:09.810409,"4K QLED TV with Oxygen Play, Dolby Vision",17288,5.jpg,OnePlus 55-inch QLED,59999,0,123x72x12 cm,40,60
91,294,Rolex,"Silver, Black",2025-05-08 13:11:10.290868,Classic automatic diving watch with stainless steel case,17289,1.jpg,Rolex Submariner,799999,0,40mm,10,61
92,295,Casio,"Black, Blue, Red",2025-05-08 13:11:10.712584,Durable digital watch with shock resistance,17290,2.jpg,Casio G-Shock,5999,0,50mm,50,61
93,296,Fossil,"Black, Brown, Grey",2025-05-08 13:11:11.159140,Hybrid smart watch with fitness tracking and notifications,17291,3.jpg,Fossil Hybrid HR,9999,0,44mm,70,61
94,297,Apple,"Black, White, Gold",2025-05-08 13:11:11.450493,Smartwatch with fitness tracking and cellular connectivity,17292,4.jpg,Apple Watch Series 7,43999,0,45mm,80,61
95,298,Seiko,"Silver, Blue",2025-05-08 13:11:11.877661,Automatic mechanical watch with elegant design,17293,5.jpg,Seiko Presage,24999,0,40mm,30,61
96,299,Zara,"Black, Red, Blue",2025-05-08 13:11:12.271220,Elegant casual dress with floral design,17294,1.jpg,Zara Women's Dress,1999,0,85x45x1 cm,100,62
97,300,H&M,"White, Pink, Black",2025-05-08 13:11:12.567436,Soft cotton top with round neckline,17295,2.jpg,H&M Women�s Top,799,0,50x35x2 cm,150,62
98,301,Nike,"Black, Grey, Pink",2025-05-08 13:11:12.884353,Comfortable sports bra with moisture-wicking fabric,17296,3.jpg,Nike Women�s Sports Bra,1299,0,35x25x2 cm,80,62
99,302,Calvin Klein,"Blue, Black, White",2025-05-08 13:11:13.236402,"High-rise, slim-fit jeans with stretch material",17297,4.jpg,Calvin Klein Women�s Jeans,3999,0,100x45x5 cm,40,62
100,303,L�Oreal,"Red, Pink, Nude",2025-05-08 13:11:13.636617,Long-lasting matte lipstick in various shades,17298,5.jpg,L�Oreal Paris Lipstick,899,0,15x5x2 cm,120,62
101,304,Darla,"White, Black",2025-05-08 13:11:14.272950,Everything you need in one place,17299,test-image.jpg,Shop A to Z here,20000,0,Normal,2,57
102,305,LG,"Silver, White",2025-05-08 13:11:33.103889,1.5 Ton split AC with inverter compressor and Wi-Fi control.,17300,1.jpg,LG 1.5 Ton 5-Star Inverter AC,45000,0,"1.5 Ton, 2 Ton",12,51
103,306,Samsung,"Black, Grey",2025-05-08 13:11:33.323445,1 Ton split AC with energy-efficient inverter technology and smart features.,17301,2.jpg,Samsung 1 Ton 4-Star Inverter AC,35000,0,"1 Ton, 1.5 Ton",14,51
104,307,Daikin,"Grey, Silver",2025-05-08 13:11:33.656348,2 Ton split AC with copper condenser and advanced PM2.5 filter.,17302,3.jpg,Daikin 2 Ton 5-Star Inverter AC,55000,0,2 Ton,10,51
105,308,Carrier,"White, Blue",2025-05-08 13:11:33.884077,1.5 Ton window AC with auto restart and energy-saving mode.,17303,4.jpg,Carrier 1.5 Ton 3-Star AC,30000,0,1.5 Ton,8,51
106,309,Hitachi,"Blue, Silver",2025-05-08 13:11:34.205186,1.2 Ton split AC with frost wash technology and silent operation.,17304,5.jpg,Hitachi 1.2 Ton 5-Star Inverter AC,40000,0,1.2 Ton,11,51
107,310,Voltas,"Red, White",2025-05-08 13:11:34.456382,2 Ton split AC with turbo cooling and smart remote control.,17305,6.jpg,Voltas 2 Ton 4-Star Inverter AC,48000,0,2 Ton,9,51
108,311,Panasonic,"Green, Silver",2025-05-08 13:11:34.893420,1.5 Ton split AC with nanoe-G technology for better air quality.,17306,7.jpg,Panasonic 1.5 Ton 5-Star Inverter AC,47000,0,1.5 Ton,7,51
109,312,Blue Star,"Yellow, White",2025-05-08 13:11:35.125803,1 Ton split AC with anti-corrosion coating and high cooling efficiency.,17307,8.jpg,Blue Star 1 Ton 3-Star AC,28000,0,1 Ton,13,51
110,313,Godrej,"Purple, Silver",2025-05-08 13:11:35.355429,1.5 Ton split AC with 6-in-1 convertible modes for versatile cooling.,17308,9.jpg,Godrej 1.5 Ton 4-Star Inverter AC,42000,0,1.5 Ton,5,51
111,314,OGeneral,"Brown, Grey",2025-05-08 13:11:35.582811,2 Ton split AC with advanced air purification and energy-efficient design.,17309,10.jpg,OGeneral 2 Ton 5-Star Inverter AC,60000,0,2 Ton,4,51
112,315,J.K. Rowling,"Red, Blue",2025-05-08 13:11:35.817381,Fantasy novel about a young wizard's journey.,17310,1.jpg,Harry Potter and the Sorcerer's Stone,500,0,"Paperback, Hardcover",20,52
113,316,F. Scott Fitzgerald,"Green, Gold",2025-05-08 13:11:36.040355,A classic novel set in the 1920s about love and wealth.,17311,2.jpg,The Great Gatsby,300,0,"Paperback, Hardcover",15,52
114,317,Harper Lee,"Black, White",2025-05-08 13:11:36.301223,A novel about racial injustice in the Deep South.,17312,3.jpg,To Kill a Mockingbird,400,0,"Paperback, Hardcover",10,52
115,318,George Orwell,"Blue, Grey",2025-05-08 13:11:36.520800,A dystopian novel about totalitarianism and surveillance.,17313,4.jpg,1984,350,0,"Paperback, Hardcover",12,52
116,319,J.D. Salinger,"Orange, White",2025-05-08 13:11:36.754472,A story about teenage angst and alienation.,17314,5.jpg,The Catcher in the Rye,450,0,"Paperback, Hardcover",8,52
117,320,Aldous Huxley,"Yellow, Black",2025-05-08 13:11:36.977726,A dystopian novel about a technologically advanced society.,17315,6.jpg,Brave New World,400,0,"Paperback, Hardcover",9,52
118,321,Paulo Coelho,"Green, Blue",2025-05-08 13:11:37.201331,A philosophical book about following your dreams.,17316,7.jpg,The Alchemist,350,0,"Paperback, Hardcover",14,52
119,322,Ray Bradbury,"Red, Black",2025-05-08 13:11:37.531647,A novel about a future where books are banned.,17317,8.jpg,Fahrenheit 451,300,0,"Paperback, Hardcover",11,52
120,323,J.R.R. Tolkien,"Brown, Green",2025-05-08 13:11:37.755381,A fantasy novel about a hobbit's adventure.,17318,9.jpg,The Hobbit,450,0,"Paperback, Hardcover",13,52
121,324,Fyodor Dostoevsky,"Blue, White",2025-05-08 13:11:37.973305,A psychological novel about morality and redemption.,17319,10.jpg,Crime and Punishment,400,0,"Paperback, Hardcover",7,52
122,325,HP,"Silver, Black",2025-05-08 13:11:38.195731,"14-inch laptop with Intel i7 13th Gen, 16GB RAM, and 1TB SSD with backlit keyboard.",17320,1.jpg,HP Envy 14,95000,0,"14-inch, 15-inch",12,53
123,326,Dell,"Platinum, Silver",2025-05-08 13:11:38.416056,"13.4-inch laptop with Intel i7 12th Gen, 32GB RAM, and 1TB SSD, ultra-slim design.",17321,2.jpg,Dell XPS 13,120000,0,"13.4-inch, 14-inch",10,53
124,327,Lenovo,"Phantom Blue, Black",2025-05-08 13:11:38.634349,"15.6-inch gaming laptop with Ryzen 7, 16GB RAM, and 512GB SSD, RGB keyboard.",17322,3.jpg,Lenovo Legion 5,85000,0,"15.6-inch, 17-inch",8,53
125,328,Apple,"Space Grey, Silver",2025-05-08 13:11:38.854754,"16-inch laptop with M2 Max chip, 32GB RAM, and 1TB SSD, Retina display.",17323,4.jpg,MacBook Pro 16 M2 Max,200000,0,16-inch,5,53
126,329,ASUS,"Black, Red",2025-05-08 13:11:39.083360,"15.6-inch gaming laptop with Intel i9, 32GB RAM, and 1TB SSD, high refresh rate display.",17324,5.jpg,ASUS ROG Strix,130000,0,"15.6-inch, 17-inch",7,53
127,330,Microsoft,"Platinum, Black",2025-05-08 13:11:39.620813,"13.5-inch laptop with Intel i7, 16GB RAM, and 512GB SSD, sleek design.",17325,6.jpg,Microsoft Surface Laptop 5,110000,0,"13.5-inch, 15-inch",9,53
128,331,Razer,"Black, Green",2025-05-08 13:11:39.853676,"15.6-inch gaming laptop with Intel i7, 16GB RAM, and 1TB SSD, customizable RGB lighting.",17326,7.jpg,Razer Blade 15,140000,0,15.6-inch,6,53
129,332,Lenovo,"Black, Grey",2025-05-08 13:11:40.086518,"14-inch business laptop with Intel i5, 16GB RAM, and 512GB SSD, durable design.",17327,8.jpg,Lenovo ThinkPad X1 Carbon,90000,0,14-inch,11,53
130,333,MSI,"Black, Blue",2025-05-08 13:11:40.306948,"17.3-inch gaming laptop with Intel i7, 32GB RAM, and 1TB SSD, high-performance cooling.",17328,9.jpg,MSI Katana 17,110000,0,17.3-inch,4,53
131,334,HP,"Silver, Gold",2025-05-08 13:11:40.742996,"13.3-inch convertible laptop with Intel i7, 16GB RAM, and 1TB SSD, touch screen.",17329,10.jpg,HP Spectre x360,130000,0,"13.3-inch, 14-inch",3,53
132,335,LG,"Silver, Black",2025-05-08 13:11:40.975360,260L frost-free refrigerator with smart inverter compressor.,17330,1.jpg,LG 260L 3-Star Frost Free Refrigerator,30000,0,"260L, 300L",15,54
133,336,Samsung,"White, Grey",2025-05-08 13:11:41.307417,253L top freezer refrigerator with energy-efficient design.,17331,2.jpg,Samsung 253L 2-Star Top Freezer Refrigerator,25000,0,"253L, 300L",10,54
134,337,Whirlpool,"Black, Silver",2025-05-08 13:11:41.531580,265L frost-free refrigerator with adaptive intelligence.,17332,3.jpg,Whirlpool 265L 3-Star Frost Free Refrigerator,28000,0,"265L, 300L",12,54
135,338,Godrej,"Red, Blue",2025-05-08 13:11:41.802130,190L direct cool refrigerator with a stylish design.,17333,4.jpg,Godrej 190L 5-Star Direct Cool Refrigerator,22000,0,"190L, 210L",8,54
136,339,Haier,"Grey, Silver",2025-05-08 13:11:42.022748,320L frost-free refrigerator with a sleek design and LED lighting.,17334,5.jpg,Haier 320L 3-Star Frost Free Refrigerator,32000,0,"320L, 350L",6,54
